,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_T,pl_rprs2,scale,TSM,efficiency
2125,Kepler-354 d,Kepler-354,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,24.21027984,0.00019898,-0.00019898,0.0,0.1459,,,0.0,1.436,0.11699999999999999,-0.146,0.0,0.128,0.01,-0.013000000000000001,0.0,,,,,,,,,,0.0,,,0.0,8.95,0.37,-0.35,0.0,451.0,,,0.0,89.38,,,0.0,0,4.046,0.286,-0.286,0.0,41.8,15.3,-15.3,0.0,0.0195,0.00056,-0.00146,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4550.0,122.0,-122.0,0.0,0.71,0.05,-0.05,0.0,0.72,0.07,-0.06,0.0,-0.04,0.3,-0.3,0.0,[Fe/H],4.6,0.05,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h03m00.37s,285.7515347,+41d20m08.43s,41.3356739,554.064,7.994,-7.774,15.771,0.252,-0.252,13.875,0.026,-0.026,13.255,0.024,-0.024,13.16,0.031,-0.031,15.5561,0.00045700000000000005,-0.00045700000000000005,2019-04-16,2019-03,2019-04-18,2019-03-01,441.0582391226571,0.00038025,0.19,,1.0
2126,Kepler-355 b,Kepler-355,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,11.0315749,0.00017042,-0.00017042,0.0,0.0971,,,0.0,1.6480000000000001,0.102,-0.16399999999999998,0.0,0.147,0.009000000000000001,-0.015,0.0,,,,,,,,,,0.0,,,0.0,154.8,12.39,-11.33,0.0,840.0,,,0.0,88.59,,,0.0,0,4.753,0.42,-0.42,0.0,16.47,4.6,-4.6,0.0,0.012459999999999999,0.00028,-0.0010400000000000001,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5787.0,122.0,-122.0,0.0,1.25,0.07,-0.07,0.0,1.04,0.07,-0.06,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.26,0.1,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427,1432.17,48.89,-45.82,15.242,0.092,-0.092,14.007,0.026,-0.026,13.592,0.032,-0.032,13.673,0.043,-0.043,15.0663,0.00032900000000000003,-0.00032900000000000003,2019-04-16,2019-03,2019-04-18,2019-03-01,899.462205654068,0.00015525159999999998,1.26,,1.0
2127,Kepler-355 c,Kepler-355,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,25.76280624,0.00014085,-0.00014085,0.0,0.1709,,,0.0,3.016,0.183,-0.187,0.0,0.26899999999999996,0.016,-0.017,0.0,,,,,,,,,,0.0,,,0.0,49.97,4.0,-3.66,0.0,633.0,,,0.0,89.32,,,0.0,0,6.908,0.118,-0.118,0.0,27.62,7.1,-7.1,0.0,0.02279,0.00045999999999999996,-0.0007099999999999999,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5787.0,122.0,-122.0,0.0,1.25,0.07,-0.07,0.0,1.04,0.07,-0.06,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.26,0.1,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h03m11.88s,285.7994917,+42d48m42.27s,42.8117427,1432.17,48.89,-45.82,15.242,0.092,-0.092,14.007,0.026,-0.026,13.592,0.032,-0.032,13.673,0.043,-0.043,15.0663,0.00032900000000000003,-0.00032900000000000003,2019-04-16,2019-03,2019-04-18,2019-03-01,677.9809915581518,0.0005193841,1.28,,1.0
2128,Kepler-356 b,Kepler-356,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,4.61265057,1.761e-05,-1.761e-05,0.0,0.0559,,,0.0,1.8030000000000002,0.213,-0.161,0.0,0.161,0.019,-0.013999999999999999,0.0,,,,,,,,,,0.0,,,0.0,844.98,30.48,-29.34,0.0,1294.0,,,0.0,84.44,,,0.0,0,3.0643,0.0681,-0.0681,0.0,7.79,3.8,-3.8,0.0,0.011479999999999999,0.00126,-0.0009,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6018.64,113.97,-163.19,0.0,1.56,0.1,-0.07,0.0,1.11,0.16,-0.14,0.0,-0.023,0.012,-0.012,0.0,[M/H],4.09,0.08,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m41.06s,292.42109980000004,+37d40m58.05s,37.6827919,707.559,10.503,-10.205,13.058,0.126,-0.126,12.0,0.022,-0.022,11.745,0.022,-0.022,11.704,0.021,-0.021,12.9654,0.00035,-0.00035,2019-04-16,2019-03,2019-04-18,2019-03-01,1374.8388246145832,0.00013179039999999998,1.26,,1.0
2129,Kepler-356 c,Kepler-356,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,13.12133001,0.00033872,-0.00033872,0.0,0.1123,,,0.0,2.24,0.311,-0.233,0.0,0.2,0.027999999999999997,-0.021,0.0,,,,,,,,,,0.0,,,0.0,209.37,7.55,-7.27,0.0,913.0,,,0.0,87.29,,,0.0,0,3.6138,0.0844,-0.0844,0.0,17.08,7.6,-7.6,0.0,0.01426,0.00187,-0.00135,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6018.64,113.97,-163.19,0.0,1.56,0.1,-0.07,0.0,1.11,0.16,-0.14,0.0,-0.023,0.012,-0.012,0.0,[M/H],4.09,0.08,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m41.06s,292.42109980000004,+37d40m58.05s,37.6827919,707.559,10.503,-10.205,13.058,0.126,-0.126,12.0,0.022,-0.022,11.745,0.022,-0.022,11.704,0.021,-0.021,12.9654,0.00035,-0.00035,2019-04-16,2019-03,2019-04-18,2019-03-01,969.9934322349663,0.0002033476,1.26,,1.0
2130,Kepler-357 b,Kepler-357,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.47540341,2.627e-05,-2.627e-05,0.0,0.0629,,,0.0,1.666,0.08199999999999999,-0.128,0.0,0.149,0.006999999999999999,-0.011000000000000001,0.0,,,,,,,,,,0.0,,,0.0,69.57,3.61,-3.42,0.0,793.0,,,0.0,88.31,,,0.0,0,2.7048,0.0816,-0.0816,0.0,16.44,4.7,-4.7,0.0,0.02122,0.00018,-0.0013,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4870.0,122.0,-122.0,0.0,0.74,0.04,-0.03,0.0,0.79,0.05,-0.03,0.0,0.18,0.15,-0.15,0.0,[Fe/H],4.6,0.07,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m58.31s,291.2429746,+44d00m31.08s,44.008633700000004,688.573,14.518,-13.941,15.735,0.229,-0.229,13.991,0.024,-0.024,13.514,0.025,-0.025,13.408,0.032,-0.032,15.5215,0.00047000000000000004,-0.00047000000000000004,2019-04-16,2019-03,2019-04-18,2019-03-01,736.4540948256536,0.00045028839999999994,1.26,,1.0
2131,Kepler-357 c,Kepler-357,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,16.85830819,6.599e-05,-6.599e-05,0.0,0.1191,,,0.0,2.1790000000000003,0.545,-0.267,0.0,0.19399999999999998,0.049,-0.024,0.0,,,,,,,,,,0.0,,,0.0,19.4,1.01,-0.95,0.0,576.0,,,0.0,88.98,,,0.0,0,2.0728,0.0848,-0.0848,0.0,42.8,20.2,-20.2,0.0,0.027760000000000003,0.0068,-0.00315,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4870.0,122.0,-122.0,0.0,0.74,0.04,-0.03,0.0,0.79,0.05,-0.03,0.0,0.18,0.15,-0.15,0.0,[Fe/H],4.6,0.07,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m58.31s,291.2429746,+44d00m31.08s,44.008633700000004,688.573,14.518,-13.941,15.735,0.229,-0.229,13.991,0.024,-0.024,13.514,0.025,-0.025,13.408,0.032,-0.032,15.5215,0.00047000000000000004,-0.00047000000000000004,2019-04-16,2019-03,2019-04-18,2019-03-01,535.1685862135555,0.0007706176000000002,1.26,,1.0
2132,Kepler-357 d,Kepler-357,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,49.5004725,0.0003399,-0.0003399,0.0,0.2441,,,0.0,2.165,0.141,-0.11699999999999999,0.0,0.193,0.013000000000000001,-0.01,0.0,,,,,,,,,,0.0,,,0.0,4.62,0.24,-0.23,0.0,402.0,,,0.0,89.86,,,0.0,0,5.772,0.162,-0.162,0.0,66.49,7.8,-7.8,0.0,0.02758,0.00119,-0.0007700000000000001,0.0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4935.0,99.0,-99.0,0.0,0.72,0.04,-0.03,0.0,0.79,0.05,-0.03,0.0,0.18,0.15,-0.15,0.0,[Fe/H],4.6,0.07,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m58.31s,291.2429746,+44d00m31.08s,44.008633700000004,688.573,14.518,-13.941,15.735,0.229,-0.229,13.991,0.024,-0.024,13.514,0.025,-0.025,13.408,0.032,-0.032,15.5215,0.00047000000000000004,-0.00047000000000000004,2018-09-04,2018-10,2018-09-06,2018-10-01,373.85283154535676,0.0007606564,1.26,,1.0
2133,Kepler-358 b,Kepler-358,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,34.06074733,0.0001144,-0.0001144,0.0,0.2079,,,0.0,2.928,0.465,-0.368,0.0,0.261,0.040999999999999995,-0.033,0.0,,,,,,,,,,0.0,,,0.0,21.8,2.0,-1.81,0.0,554.0,,,0.0,89.36,,,0.0,0,2.471,0.101,-0.101,0.0,69.9,34.8,-34.8,0.0,0.02888,0.0038399999999999997,-0.0028399999999999996,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5496.97,157.58,-157.58,0.0,0.94,0.08,-0.07,0.0,0.96,0.12,-0.14,0.0,0.035,0.153,-0.153,0.0,[M/H],4.47,0.05,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901,1101.1,40.24,-40.24,15.516,0.149,-0.149,14.106,0.031,-0.031,13.789,0.038,-0.038,13.652,0.053,-0.053,15.3559,0.000434,-0.000434,2019-04-16,2019-03,2019-04-18,2019-03-01,551.0034318889918,0.0008340544,1.28,,1.0
2134,Kepler-358 c,Kepler-358,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,83.48912492,0.00026431,-0.00026431,0.0,0.3779,,,0.0,2.911,0.261,-0.256,0.0,0.26,0.023,-0.023,0.0,,,,,,,,,,0.0,,,0.0,6.6,0.61,-0.55,0.0,411.0,,,0.0,89.75,,,0.0,1,6.21,0.163,-0.163,0.0,96.4,39.7,-39.7,0.0,0.028710000000000003,0.00063,-0.00115,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5496.97,157.58,-157.58,0.0,0.94,0.08,-0.07,0.0,0.96,0.12,-0.14,0.0,0.035,0.153,-0.153,0.0,[M/H],4.47,0.05,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m55.26s,293.2302333,+48d16m53.00s,48.2813901,1101.1,40.24,-40.24,15.516,0.149,-0.149,14.106,0.031,-0.031,13.789,0.038,-0.038,13.652,0.053,-0.053,15.3559,0.000434,-0.000434,2019-04-16,2019-03,2019-04-18,2019-03-01,408.72025847214866,0.0008242641000000002,1.28,,1.0
2135,Kepler-359 b,Kepler-359,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,25.56378757,0.00014202,-0.00014202,0.0,0.1758,,,0.0,4.0,1.19,-0.51,0.0,0.39,0.10300000000000001,-0.049,0.0,,,,,,,,,,0.0,,,0.0,47.94,43.54,-17.2,0.0,671.0,,,0.0,88.02,,,0.0,0,4.685,0.109,-0.109,0.0,24.6,12.3,-12.3,0.0,0.034910000000000004,0.0033799999999999998,-0.00403,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5683.0,123.0,-123.0,0.0,0.92,0.31,-0.13,0.0,1.01,0.16,-0.14,0.0,-0.08,0.25,-0.3,0.0,[Fe/H],4.51,0.07,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m10.47s,293.29361289999997,+42d11m46.86s,42.196349700000006,1443.21,81.51,-73.38,15.805,0.549,-0.549,14.736,0.032,-0.032,14.43,0.036,-0.036,14.487,0.119,-0.119,15.8814,0.000516,-0.000516,2019-04-16,2019-03,2019-04-18,2019-03-01,670.9878989182212,0.0012187081000000002,1.28,,1.0
2138,Kepler-36 b,Kepler-36,0,1,2,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=YOFFE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201104404Y/abstract target=ref>Yoffe et al. 2020</a>,13.849039,7.8e-05,-7.8e-05,0.0,0.1133,0.0015,-0.0015,0.0,1.5819999999999999,0.015,-0.015,0.0,0.141,0.001,-0.001,0.0,5.56,0.41,-0.45,0.0,0.017490000000000002,0.0012900000000000001,-0.0014199999999999998,0.0,Mass,0.0,,,0.0,247.0,32.0,-32.0,0.0,977.0,11.0,-11.0,0.0,89.95,0.69,-0.71,0.0,1,7.2783,0.0849,-0.0849,0.0,14.76,0.19,-0.19,0.0,0.0084,0.00027,-0.00018,0.0,,,,,<a refstr=YOFFE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201104404Y/abstract target=ref>Yoffe et al. 2020</a>,,5979.0,60.0,-60.0,0.0,1.63,0.02,-0.02,0.0,1.03,0.02,-0.01,0.0,-0.18,0.04,-0.04,0.0,[Fe/H],4.1,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m00.04s,291.25018589999996,+49d13m54.51s,49.2318073,527.956,6.105,-5.969,11.941,0.025,-0.025,11.124,0.023,-0.023,10.85,0.029,-0.029,10.788,0.022,-0.022,12.0767,0.00016999999999999999,-0.00016999999999999999,2020-11-13,2020-11,2020-11-19,2020-11-01,1010.9144834251555,7.055999999999999e-05,1.26,1.813161889212456,1.0
2139,Kepler-36 c,Kepler-36,0,1,2,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=YOFFE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201104404Y/abstract target=ref>Yoffe et al. 2020</a>,16.2318713,9.4e-06,-9.4e-06,0.0,0.1259,0.0016,-0.0016,0.0,3.6919999999999997,0.01,-0.01,0.0,0.32899999999999996,0.001,-0.001,0.0,9.61,0.79,-0.89,0.0,0.030239999999999996,0.00249,-0.0028,0.0,Mass,0.0,,,0.0,191.0,9.7,-10.4,0.0,926.0,10.0,-10.0,0.0,89.36,0.45,-0.29,0.0,1,7.46,0.021,-0.017,0.0,16.41,0.22,-0.22,0.0,0.02062,9e-05,-9e-05,0.0,,,,,<a refstr=YOFFE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201104404Y/abstract target=ref>Yoffe et al. 2020</a>,,5979.0,60.0,-60.0,0.0,1.63,0.02,-0.02,0.0,1.03,0.02,-0.01,0.0,-0.18,0.04,-0.04,0.0,[Fe/H],4.1,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m00.04s,291.25018589999996,+49d13m54.51s,49.2318073,527.956,6.105,-5.969,11.941,0.025,-0.025,11.124,0.023,-0.023,10.85,0.029,-0.029,10.788,0.022,-0.022,12.0767,0.00016999999999999999,-0.00016999999999999999,2020-11-13,2020-11,2020-11-19,2020-11-01,947.9785753615788,0.0004251844,1.28,14.053531678590398,1.0
2140,Kepler-360 b,Kepler-360,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.28970072,1.366e-05,-1.366e-05,0.0,0.0424,,,0.0,1.382,0.08800000000000001,-0.07,0.0,0.12300000000000001,0.008,-0.006,0.0,,,,,,,,,,0.0,,,0.0,415.43,18.8,-17.93,0.0,1116.0,,,0.0,89.73,,,0.0,0,2.3274,0.0662,-0.0662,0.0,10.948,0.877,-0.877,0.0,0.01378,0.0006,-0.00033999999999999997,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5580.0,122.0,-122.0,0.0,0.92,0.04,-0.04,0.0,0.99,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.51,0.04,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m08.33s,286.2847077,+44d46m53.69s,44.781581700000004,876.044,15.581,-15.054,15.011,0.126,-0.126,13.642,0.022,-0.022,13.299,0.02,-0.02,13.228,0.03,-0.03,14.8128,0.000546,-0.000546,2019-04-16,2019-03,2019-04-18,2019-03-01,1151.2367488253615,0.0001898884,0.19,,1.0
2141,Kepler-360 c,Kepler-360,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,7.18645388,1.854e-05,-1.854e-05,0.0,0.0714,,,0.0,2.2119999999999997,0.10400000000000001,-0.38799999999999996,0.0,0.19699999999999998,0.009000000000000001,-0.035,0.0,,,,,,,,,,0.0,,,0.0,146.5,6.63,-6.32,0.0,860.0,,,0.0,87.2,,,0.0,0,1.4972,0.0637,-0.0637,0.0,18.3,8.8,-8.8,0.0,0.02206,1e-05,-0.00374,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5580.0,122.0,-122.0,0.0,0.92,0.04,-0.04,0.0,0.99,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.51,0.04,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m08.33s,286.2847077,+44d46m53.69s,44.781581700000004,876.044,15.581,-15.054,15.011,0.126,-0.126,13.642,0.022,-0.022,13.299,0.02,-0.02,13.228,0.03,-0.03,14.8128,0.000546,-0.000546,2019-04-16,2019-03,2019-04-18,2019-03-01,887.1551675778517,0.00048664359999999997,1.26,,1.0
2142,Kepler-361 b,Kepler-361,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,8.48642369,5.796e-05,-5.796e-05,0.0,0.0838,,,0.0,1.584,0.09699999999999999,-0.083,0.0,0.141,0.009000000000000001,-0.006999999999999999,0.0,,,,,,,,,,0.0,,,0.0,411.9,16.1,-15.43,0.0,1060.0,,,0.0,89.96,,,0.0,0,5.267,0.139,-0.139,0.0,12.44,1.1,-1.1,0.0,0.00965,0.0004,-0.00029,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6203.43,56.94,-56.94,0.0,1.47,0.07,-0.07,0.0,1.19,0.11,-0.07,0.0,0.024,0.055,-0.055,0.0,[M/H],4.18,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m12.82s,296.8034146,+46d44m27.96s,46.7411011,930.32,15.496,-15.496,13.635,0.103,-0.103,12.526,0.022,-0.022,12.275,0.017,-0.017,12.198,0.02,-0.02,13.5447,0.000254,-0.000254,2019-04-16,2019-03,2019-04-18,2019-03-01,1148.7833393328647,9.312250000000002e-05,1.26,,1.0
2143,Kepler-361 c,Kepler-361,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,55.1866213,0.0003462,-0.0003462,0.0,0.2919,,,0.0,2.928,0.155,-0.139,0.0,0.261,0.013999999999999999,-0.012,0.0,,,,,,,,,,0.0,,,0.0,33.95,1.33,-1.27,0.0,568.0,,,0.0,89.72,,,0.0,0,9.133,0.168,-0.168,0.0,45.83,4.2,-4.2,0.0,0.01784,0.00049,-0.00036,0.0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6145.0,123.0,-123.0,0.0,1.5,0.07,-0.07,0.0,1.19,0.11,-0.07,0.0,0.024,0.055,-0.055,0.0,[M/H],4.18,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m12.82s,296.8034146,+46d44m27.96s,46.7411011,930.32,15.496,-15.496,13.635,0.103,-0.103,12.526,0.022,-0.022,12.275,0.017,-0.017,12.198,0.02,-0.02,13.5447,0.000254,-0.000254,2018-09-04,2018-10,2018-09-06,2018-10-01,615.5312762177135,0.00031826560000000007,1.28,,1.0
